time,x,y,yaw,curvature,speed,steer
5.83,-0.000563749653797775,-0.00043430165207721433,-0.000895282700788032,0.0009496499023572633,0.05971645138884729,-0.03613385707648936
5.84,-0.0006313541153275732,-0.00043313911643081,-0.0008826872677970533,0.0009496499023572633,0.11346125763880985,-0.036148453935539115
5.85,-0.0005979116436286208,-0.0004584425579588686,-0.00032467960274245596,0.0009496499023572633,0.16183158326377617,-0.03678277905280092
5.86,-0.000320040289112688,-0.0004591425287214644,-0.0003413864740634754,0.0009496499023572633,0.20536487632624584,-0.0367635604470646
5.87,0.00018214576111261156,-0.0005000187784845242,0.0002555333677383116,0.0009496499023572633,0.24454484008246855,-0.03743975779104779
5.88,0.0009374474907047647,-0.0005476433628063913,0.0006829878958550498,0.0009496499023572633,0.27980680746306896,-0.03792081433928064
5.89,0.0019149695708765367,-0.0005501930663283607,0.0007689358272957399,0.0009496499023572633,0.31154257810560937,-0.03801859126032346
5.9,0.0030671835991502873,-0.0005391080274470846,0.0011893599825095601,0.0009496499023572633,0.34010477168389575,-0.03850111618083848
5.91,0.004392313446487452,-0.0005403630981029791,0.0008576337388121512,0.0009496499023572633,0.3658107459043535,-0.038121333261046206
5.92,0.005610886628641253,-0.0005646309432569475,0.0012374232327546696,0.0009496499023572633,0.3889461227027654,-0.038551308048811544
5.93,0.006856500019653264,-0.0005893361202962865,0.001867346870255304,0.0009496499023572633,0.4097679618213362,-0.03926695381011328
5.94,0.008293098703884191,-0.0006394320630001734,0.0023554927545331567,0.0009496499023572633,0.42850761702804985,-0.03981600130907849
5.95,0.009934870460084252,-0.0006533360895507858,0.0025565618429610874,0.0009496499023572633,0.44537330671409214,-0.04004276060918542
5.96,0.011713942387587337,-0.0006479390589748831,0.003102246880028466,0.0009496499023572633,0.46055242743153024,-0.04066617657621378
5.97,0.013660217146744235,-0.0006523468008681484,0.0027610027699041012,0.0009496499023572633,0.4742136360772245,-0.04027478312495193
5.98,0.01574002056303737,-0.000676488639345536,0.0034279932244256797,0.0009496499023572633,0.48650872385834937,-0.041031181560625796
5.99,0.01794435772002348,-0.0007018184331315105,0.004022187540945959,0.0009496499023572633,0.49757430286136173,-0.04170375584631736
6.0,0.02032046798082654,-0.0007137642239989599,0.003908767148382606,0.0009496499023572633,0.5075333239640729,-0.0415707917980321
6.01,0.022908860568827336,-0.000723003736862361,0.003875186453030517,0.0009496499023572633,0.5164964429565129,-0.04152927509800813
6.02,0.02561597525482632,-0.0007497208937191449,0.004677288709902108,0.0009496499023572633,0.5245632500497088,-0.04243734458691158
6.03,0.028419774771700983,-0.0007455535917824536,0.004441557315137413,0.0009496499023572633,0.5318233764335852,-0.04216726974389641
6.04,0.03136030069756975,-0.0007534214811515848,0.004515645667729841,0.0009496499023572633,0.538357490179074,-0.04224816090934562
6.05,0.03445979961813207,-0.000771682570157421,0.005097850911896576,0.0009496499023572633,0.5442381925500139,-0.042905543201379036
6.06,0.037675084064139344,-0.0007839532513724449,0.004961560184784379,0.0009496499023572633,0.5495308246838598,-0.04274569500207856
6.07,0.04104658635674639,-0.0007997661966612697,0.004880832993117095,0.0009496499023572633,0.5542941936043211,-0.042648466690028364
6.08,0.044512261530727834,-0.0008079374458486068,0.005301464352145943,0.0009496499023572633,0.5585812256327363,-0.04312240815644958
6.09,0.04805519745077998,-0.000840143521653391,0.005512903540726077,0.0009496499023572633,0.56243955445831,-0.04335412515372379
6.1,0.05174440974099065,-0.0008529271270425102,0.0052417372773313755,0.0009496499023572633,0.5659120504013263,-0.043040708286469796
6.11,0.05551273719088433,-0.0009031694980811241,0.005870019057907091,0.0009496499023572633,0.569037296750041,-0.04374204166238421
6.12,0.059370944807618925,-0.0009339195976666602,0.0060595723731395245,0.0009496499023572633,0.5718500184638842,-0.04394813371887562
6.13,0.06335406764654027,-0.0009566196588985386,0.005691569663510509,0.0009496499023572633,0.574381468006343,-0.04352319382502732
6.14,0.06740283903103209,-0.0009879079089070478,0.006359526791278642,0.0009496499023572633,0.576659772594556,-0.04427083137257478
6.15,0.07146421547296132,-0.0010563636790372347,0.0065437514449772595,0.0009496499023572633,0.5787102467239478,-0.044463695649544666
6.16,0.07571666741524119,-0.0010874586985266418,0.006257446196751866,0.0009496499023572633,0.5805556734404003,-0.044129940855819214
6.17,0.08007757170090747,-0.001103897183802124,0.00635112987247776,0.0009496499023572633,0.5822165574852075,-0.044228586827908686
6.18,0.08450443034851546,-0.0011364730661764639,0.0059783257688105496,0.0009496499023572633,0.583711353125534,-0.04379721211428249
6.19,0.08900432509967118,-0.0011655664188853217,0.005975663353613056,0.0009496499023572633,0.585056669201828,-0.0437848775113645
6.2,0.09357041645318796,-0.0012189391271994496,0.006176720794791297,0.0009496499023572633,0.5862674536704925,-0.04399833028014487
6.21,0.09821602212547237,-0.0012663794619474178,0.005807356848228812,0.0009496499023572633,0.5873571596922905,-0.043569112342760855
6.22,0.10293466261088194,-0.0012914271587079384,0.005484916813129524,0.0009496499023572633,0.5883378951119088,-0.04319700732408829
6.23,0.10772196270957021,-0.001373731586753054,0.005683241142041597,0.0009496499023572633,0.5892205569895652,-0.043402261937811173
6.24,0.11254863850167683,-0.0014106629916212357,0.005085318338109802,0.0009496499023572633,0.590014952679456,-0.042718676664048105
6.25,0.11713123665395056,-0.0014810384260168358,0.004884777350662108,0.0009496499023572633,0.5907299088003577,-0.0424775463002308
6.26,0.12163075062734267,-0.0015706339289730034,0.005148856777671583,0.0009496499023572633,0.5913733693091693,-0.04275573956301927
6.27,0.1261757790813375,-0.0016318980720229494,0.0048134372129572025,0.0009496499023572633,0.5919524837670996,-0.04236493422715842
6.28,0.13084422962642153,-0.0016967555782664895,0.004736457445143773,0.0009496499023572633,0.592473686779237,-0.042263991699322684
6.29,0.13560775401233932,-0.0017640919162309635,0.004492959827301354,0.0009496499023572633,0.5929427694901606,-0.04197593029085411
6.3,0.14035163748174845,-0.0018448842382127113,0.00426847910149606,0.0009496499023572633,0.5933649439299918,-0.04170733901183654
6.31,0.1451579357411778,-0.0019475978114286499,0.004133646995359328,0.0009496499023572633,0.59374490092584,-0.041535807761552905
6.32,0.1500595760037261,-0.00201412351721004,0.00344631510704676,0.0009496499023572633,0.5940868622221033,-0.0407521417474855
6.33,0.15499221676043948,-0.0021073424613768333,0.0032274701163553525,0.0009496499023572633,0.5943946273887403,-0.04048904371769821
6.34,0.15997628339561795,-0.0022103705446520796,0.002725811625024957,0.0009496499023572633,0.5946716160387135,-0.03990860312669101
6.35,0.16505278090731074,-0.0022991950471405987,0.0019190653588328573,0.0009496499023572633,0.5949209058236895,-0.038990642308211754
6.36,0.17017408200214593,-0.0023870293755067938,0.0017098141764858529,0.0009496499023572633,0.5951452666301679,-0.038740886957093025
6.37,0.17534701535401132,-0.0025122690554556064,0.0011659245824310253,0.0009496499023572633,0.5953471913559983,-0.038112134010162765
6.38,0.18055481169359688,-0.00261578742113236,0.00038527075014067083,0.0009496499023572633,0.5955289236092458,-0.037224145165025625
6.39,0.18580073215995307,-0.0027624093721793767,0.00027955498758865446,0.0009496499023572633,0.5956924826371686,-0.037081694543715515
6.4,0.19108011806235162,-0.0028896495300806007,-0.0005336355460283406,0.0009496499023572633,0.5958396857622991,-0.03615568020596313
6.41,0.19643716635200656,-0.0030201118084105297,-0.0014334253463245067,0.0009496499023572633,0.5959721685749164,-0.03513430731940019
6.42,0.2018199674783654,-0.003164074077380441,-0.0018075455589578557,0.0009496499023572633,0.5960914031062721,-0.034696105626382555
6.43,0.20725762850914317,-0.0032976043046595905,-0.0031353917731304663,0.0009496499023572633,0.5961987141844922,-0.03320195146404337
6.44,0.21275735134671564,-0.0034352736604463976,-0.003998146149530037,0.0009496499023572633,0.5962952941548904,-0.032225238650263575
6.45,0.21828581849575157,-0.00358802094813648,-0.005212689177220142,0.0009496499023572633,0.5963822161282486,-0.030857841744920476
6.46,0.22386560855454257,-0.003742837637313233,-0.006653990900110923,0.0009496499023572633,0.596460445904271,-0.029241331120753614
6.47,0.2294675413242192,-0.003908311717778138,-0.007737792351657496,0.0009496499023572633,0.5965308527026912,-0.028021157022863796
6.48,0.2350515879118411,-0.004066117488873998,-0.009602754621903081,0.0009496499023572633,0.5965942188212694,-0.02594087053272478
