time,x,y,yaw,curvature,speed,steer
17.165,-0.008296954897625256,-0.002961816852946436,0.01630571480196966,0.0009496499023572633,0.029858225694423646,-0.07822403004622755
17.175,-0.008187437850478894,-0.0029630436539972486,0.01657795338591568,0.0009496499023572633,0.056730628819404924,-0.07857419892070341
17.185,-0.0079350384293593,-0.002947618269050265,0.016361067414852673,0.0009496499023572633,0.08091579163188808,-0.07829818660652728
17.195,-0.00778359556230335,-0.0030221808819744967,0.017084091104947963,0.0009496499023572633,0.10268243816312292,-0.07920511174285734
17.205,-0.007584647049524612,-0.0030308661467684534,0.01758851890034053,0.0009496499023572633,0.12227242004123427,-0.07985164851094245
17.215,-0.007164523225572149,-0.003088771816004657,0.01799374493203697,0.0009496499023572633,0.13990340373153448,-0.08035248272832446
17.225,-0.006488286401175069,-0.003087900669903669,0.01800135824025492,0.0009496499023572633,0.15577128905280468,-0.08035854103690825
17.235,-0.005624187031518355,-0.003114920912776775,0.019060559761691707,0.0009496499023572633,0.17005238584194787,-0.08170966663399425
17.245,-0.004641787442739867,-0.0031226471802917725,0.01945748857127847,0.0009496499023572633,0.18290537295217674,-0.08221235590650768
17.255,-0.0033963937401675862,-0.003108202789880879,0.019108471182444648,0.0009496499023572633,0.1944730613513827,-0.08175949749294534
17.265,-0.0022272518180785654,-0.003088513433390666,0.019184946836768177,0.0009496499023572633,0.2048839809106681,-0.0818571013035446
17.275,-0.0010027619479313344,-0.0031068148645150007,0.01990198567914216,0.0009496499023572633,0.21425380851402492,-0.08276630702472808
17.285,0.0003357905786996928,-0.003106111835818518,0.019999872540137128,0.0009496499023572633,0.22268665335704607,-0.08288365309577203
17.295,0.001528027789216119,-0.0031109313587110252,0.020477577613237333,0.0009496499023572633,0.23027621371576512,-0.08348869065553809
17.305,0.002787691949792748,-0.0030871267356443032,0.020923022717965967,0.0009496499023572633,0.23710681803861225,-0.08406089782134497
17.315,0.004190940558844659,-0.0030689289465171705,0.020711990597102624,0.0009496499023572633,0.24325436192917468,-0.08378588392065833
17.325,0.0054244000933340985,-0.0030901836986027857,0.02136746000581462,0.0009496499023572633,0.24878715143068086,-0.08461270754836732
17.335,0.0066718864416223,-0.0030803755926841715,0.0219699877914431,0.0009496499023572633,0.25376666198203646,-0.08538118269347608
17.345,0.008092419491624578,-0.003081986234116193,0.022097427004903577,0.0009496499023572633,0.25824822147825643,-0.08553392886276145
17.355,0.009737060312086914,-0.0030680036118059016,0.02208579295752856,0.0009496499023572633,0.2622816250248544,-0.08551155768251104
17.365,0.011530197012619045,-0.003079666194656531,0.0228800765093098,0.0009496499023572633,0.2659116882167926,-0.08651362231028226
17.375,0.01347992759690545,-0.0030692336968156896,0.022767400819888844,0.0009496499023572633,0.269178745089537,-0.08635776122732987
17.385,0.015341856490117723,-0.0031171490662932873,0.02339186683938145,0.0009496499023572633,0.27211909627500697,-0.087128147796313
17.395,0.017136999987733933,-0.0031236112188850807,0.023992365466866367,0.0009496499023572633,0.2747654123419299,-0.0878813520441934
17.405,0.019052160094192153,-0.0031379718709005707,0.02447700443653505,0.0009496499023572633,0.27714709680216054,-0.08848186032250385
17.415,0.021182047821239183,-0.003095526063069522,0.024189283051790963,0.0009496499023572633,0.27929061281636813,-0.0881104242604854
17.425,0.02346865572399335,-0.0030834704727306936,0.02477748280483213,0.0009496499023572633,0.281219777229155,-0.08884833638699931
17.435,0.02587933807968181,-0.0030489422777521423,0.024486761517392343,0.0009496499023572633,0.28295602520066315,-0.08846836111404169
17.445,0.028160043502473166,-0.0030552090671456165,0.024852066209132224,0.0009496499023572633,0.2845186483750205,-0.08891435114835777
17.455,0.030389510623318208,-0.0030301232058216132,0.02511404301117052,0.0009496499023572633,0.2859250092319421,-0.08923872051460996
17.465,0.03273385098069529,-0.003033628710610985,0.025417930746213898,0.0009496499023572633,0.2871907340031715,-0.08960569507944674
17.475,0.03528979965746821,-0.0029926063390220635,0.025250139485603024,0.0009496499023572633,0.288329886297278,-0.08938379476954739
17.485,0.0379725026206656,-0.0029255053321415357,0.025563049720211447,0.0009496499023572633,0.2893551233619739,-0.0897822602011448
17.495,0.04080107517385413,-0.002892415286966269,0.025169959249337626,0.0009496499023572633,0.29027783672020013,-0.08926874503290022
17.505,0.043397321932127364,-0.0029184901412466183,0.02558717919985088,0.0009496499023572633,0.29110827874260375,-0.08976917850347588
17.515,0.04595093156623979,-0.00293121171373803,0.02613094582159175,0.0009496499023572633,0.291855676562767,-0.09043458537957146
17.525,0.04862310620824333,-0.0029016412745330343,0.025816585236560476,0.0009496499023572633,0.292528334600914,-0.09002178910364117
17.535,0.05118142372480551,-0.002886107227173138,0.025780178330353083,0.0009496499023572633,0.29313372683524624,-0.08995876496270475
17.545,0.053765826051886116,-0.0028577229112954627,0.026029444698365305,0.0009496499023572633,0.29367857984614526,-0.09026232400315223
17.555,0.05643354417769795,-0.0028241418753966745,0.02576427128223652,0.0009496499023572633,0.2941689475559544,-0.08991417136402807
17.565,0.05924050385193631,-0.0027891008104253736,0.025609377854607776,0.0009496499023572633,0.2946102784947826,-0.08970551843844293
17.575,0.06215609848079119,-0.0027705542097461277,0.025655543410463024,0.0009496499023572633,0.295007476339728,-0.08974530359947057
17.585,0.06517042329582975,-0.00271913802309614,0.024889833703894974,0.0009496499023572633,0.29536495440017885,-0.08876799884659678
17.595,0.06803487326737469,-0.0027184452860284994,0.024909830289269564,0.0009496499023572633,0.29568668465458464,-0.0887697987824152
17.605,0.07088958432966268,-0.0027356121242257045,0.025319203626532064,0.0009496499023572633,0.2959762418835498,-0.08925755864694968
17.615,0.0738071167959283,-0.002749495993342399,0.02508992690200524,0.0009496499023572633,0.2962368433896185,-0.08893898203565585
17.625,0.0765261493897053,-0.0027918536758599318,0.02536627990394331,0.0009496499023572633,0.2964713847450803,-0.08925077917203961
17.635,0.07922459095116592,-0.0027845911457485065,0.025562565858864877,0.0009496499023572633,0.2966824719649959,-0.08947782998712887
17.645,0.08204776721798603,-0.0027846592311385593,0.025100808031828684,0.0009496499023572633,0.29687245046292,-0.08887223939166108
17.655,0.08498563531377983,-0.002772203087142772,0.025199037738356314,0.0009496499023572633,0.29704343111105164,-0.08897548001774931
17.665,0.08799846489144891,-0.002736478823695694,0.024275747317753654,0.0009496499023572633,0.29719731369437014,-0.08780105246928123
17.675,0.09085577880314621,-0.002792332954389317,0.02439797532978465,0.0009496499023572633,0.2973358080193568,-0.08791300514352539
17.685,0.09366733713181187,-0.002832656053246114,0.024705427444870205,0.0009496499023572633,0.29746045291184475,-0.08826283798634096
17.695,0.09657528649144681,-0.0028361554915784398,0.02438847515914617,0.0009496499023572633,0.29757263331508393,-0.08784010811211175
17.705,0.09933605137017965,-0.0029178108397517953,0.024603477088433797,0.0009496499023572633,0.29767359567799917,-0.08806012972912791
